"id","url","title","rating","user_rated","chapters","views","bookmarked","last_update"
5593,https://www.mgeko.cc/manga/the-most-notorious-talker-runs-the-world-s-greatest-clanss/,"The Most Notorious ""Talker"" Runs the World's Greatest Clan","4.2","5","50-eng-li","2.2 M","3.2 K","1 week, 1 day"
5594,https://www.mgeko.cc/manga/the-strongest-magical-swordsman-ever-reborn-as-an-f-rank-adventurer/,The Strongest Magical Swordsman Ever Reborn as an F-Rank Adventurer.,"3.0","4","116-eng-li","3.0 M","3.4 K","3 weeks"
5595,https://www.mgeko.cc/manga/collecting-the-divine/,Collecting the Divine,"4.0","1","124-eng-li","402 K","284","3 years, 10 months"
5596,https://www.mgeko.cc/manga/isekai-kara-no-kigyou-shinshutsu/,Isekai kara no Kigyou Shinshutsu?!,"0.0","0","15-2-eng-li","388 K","887","2 years, 4 months"
5597,https://www.mgeko.cc/manga/sekai-no-owari-no-encore/,Sekai no Owari no Encore,"0.0","0","1-eng-li","648 K","948","1 year"
5598,https://www.mgeko.cc/manga/sekai-de-tadahitori-no-mamono-tsukai-tenshoku-shitara-maou-ni-machigawa-remashita/,Sekai de Tadahitori no Mamono Tsukai ~Tenshoku Shitara Maou ni Machigawa Remashita~,"3.7","3","56-eng-li","1.8 M","1.9 K","2 months, 3 weeks"
5599,https://www.mgeko.cc/manga/list-of-villains/,List of Villains,"0.0","0","83-eng-li","1.1 M","803","3 years, 1 month"
5600,https://www.mgeko.cc/manga/super-school-doctor2f/,Super School Doctor,"1.0","1","138-eng-li","1.2 M","736","1 year, 8 months"
5601,https://www.mgeko.cc/manga/eclipse-walker/,Eclipse Walker,"0.0","0","12-eng-li","36 K","52","3 years, 12 months"
5602,https://www.mgeko.cc/manga/an-urban-cultivation-frenzy/,An Urban Cultivation Frenzy,"0.0","0","72-eng-li","540 K","401","3 years, 7 months"
5603,https://www.mgeko.cc/manga/summoned-by-being-involved-and-i-was-god/,"Summoned by being involved!? And I was ""God""??","3.6","18","32-eng-li","296 K","925","2 months, 1 week"
5604,https://www.mgeko.cc/manga/mamono-wo-shitagaeru-teiin-wo-motsu-tensei-kenjya-katsute-no-maho-to-jyuma-de-hissori-saikyo-no-bokensha-ninaru/,"Mamono wo Shitagaeru ""Teiin"" wo Motsu Tensei Kenjya~ Katsute no Maho to Jyuma de Hissori Saikyo no Bokensha ninaru~","0.0","0","35-eng-li","998 K","1.5 K","8 months"
5605,https://www.mgeko.cc/manga/the-messenger/,The Messenger,"0.0","0","1-2-eng-li","39 K","124","3 years, 11 months"
5606,https://www.mgeko.cc/manga/kamigami-ni-sodaterare-shimo-no-saikyou-to-naru/,"Kamigami ni Sodaterare Shimo no, Saikyou to Naru","0.0","0","25.2-eng-li","705 K","1.3 K","2 years, 2 months"
5607,https://www.mgeko.cc/manga/will-the-undine-fall-in-love-again-today/,Will The Undine Fall In Love Again Today?,"5.0","1","30-eng-li","97 K","140","3 years, 2 months"
5608,https://www.mgeko.cc/manga/dungeon-kurashi-no-moto-yuusha/,Dungeon Kurashi no Moto Yuusha,"3.5","4","53-eng-li","1.0 M","1.4 K","5 days, 2 hours"
5609,https://www.mgeko.cc/manga/burning-kabaddi/,Burning Kabaddi,"0.0","0","31-eng-li","115 K","141","10 months, 4 weeks"
5610,https://www.mgeko.cc/manga/chou-onna-kirai-na-ore-ga-isekai-no-joshikou-ni-ryuugaku-suru-koto-ni-natta/,Chou Onna Kirai na Ore ga Isekai no Joshikou ni Ryuugaku Suru Koto ni Natta,"0.0","0","17-eng-li","143 K","222","3 years, 7 months"
5611,https://www.mgeko.cc/manga/tokyo-dragon/,Tokyo Dragon,"0.0","0","50-eng-li","341 K","283","3 years, 4 months"
5612,https://www.mgeko.cc/manga/the-strongest-wizard-becomes-a-countryside-guardsman-after-taking-an-arrow-to-the-knee/,The Strongest Wizard Becomes a Countryside Guardsman After Taking an Arrow to the Knee,"0.0","0","32-eng-li","460 K","925","6 months, 4 weeks"
5613,https://www.mgeko.cc/manga/maseki-gurume-mamono-no-chikara-o-tabeta-ore-wa-saikyou/,Maseki Gurume: Mamono no Chikara o Tabeta Ore wa Saikyou!,"3.6","9","59-eng-li","2.5 M","3.0 K","2 weeks, 4 days"
5614,https://www.mgeko.cc/manga/douyara-watashi-no-karada-wa-kanzen-muteki-no-you-desu-ne/,Douyara Watashi no Karada wa Kanzen Muteki no You Desu ne,"0.0","0","47-eng-li","307 K","454","2 years"
5615,https://www.mgeko.cc/manga/zashiki-musume-to-ryourinin/,Zashiki Musume to Ryourinin,"0.0","0","3-eng-li","15 K","25","3 years, 10 months"
5616,https://www.mgeko.cc/manga/isekai-cheat-magic-swordsman/,Isekai Cheat Magic Swordsman,"5.0","2","37-1-eng-li","2.2 M","3.0 K","1 month, 4 weeks"
5617,https://www.mgeko.cc/manga/my-wife-is-a-demon-queenss/,My Wife is a Demon Queen,"4.3","3","460-eng-li","5.5 M","3.0 K","1 year, 2 months"
5618,https://www.mgeko.cc/manga/maou-no-kawaii-yamada-wa-yoiko/,Maou no Kawaii Yamada wa Yoiko,"0.0","0","7-eng-li","79 K","97","3 years, 11 months"
5619,https://www.mgeko.cc/manga/god-of-blackfield-pso/,God of Blackfield,"4.1","24","204-eng-li","4.9 M","4.7 K","23 hours, 29 minutes"
5620,https://www.mgeko.cc/manga/vanguard/,Vanguard,"0.0","0","25-eng-li","75 K","98","4 years"
5621,https://www.mgeko.cc/manga/it-seems-my-lady-is-the-villainess-with-only-a-bad-end-so-i-m-thinking-of-saving-her/,"It Seems My Lady Is the Villainess with Only a Bad End, so I'm Thinking of Saving Her","0.0","0","5-2-eng-li","100 K","317","1 year, 11 months"
5622,https://www.mgeko.cc/manga/dominating-the-town/,Dominating the town,"3.0","9","264-eng-li","2.5 M","1.3 K","3 months"
5623,https://www.mgeko.cc/manga/bakuen/,BAKUEN,"0.0","0","12-eng-li","48 K","63","3 years, 8 months"
5624,https://www.mgeko.cc/manga/night-flight/,Night Flight!,"0.0","0","32-eng-li","50 K","74","2 years, 11 months"
5625,https://www.mgeko.cc/manga/the-forsaken-saintess-and-her-foodie-roadtrip-in-another-world/,The Forsaken Saintess and Her Foodie Roadtrip in Another World,"0.0","0","6.2-eng-li","175 K","623","2 years, 6 months"
5626,https://www.mgeko.cc/manga/the-noble-girl-with-a-crush-on-a-plain-and-studious-guy-finds-the-arrogant-prince-to-be-a-nuisance/,The Noble Girl With a Crush on a Plain and Studious Guy Finds the Arrogant Prince to Be a Nuisance,"0.0","0","16-eng-li","187 K","404","2 years, 3 months"
5627,https://www.mgeko.cc/manga/mahou-shoujo-gakuen-no-suketto-kyoushi/,Mahou Shoujo Gakuen no Suketto Kyoushi,"0.0","0","23.3-eng-li","524 K","755","1 year, 7 months"
5628,https://www.mgeko.cc/manga/great-wise-man-s-beloved-pupils/,Great wise man's beloved pupils,"3.5","11","24-eng-li","735 K","1.3 K","1 week"
5629,https://www.mgeko.cc/manga/tales-of-demons-and-gods-manhua/,Tales of Demons and Gods,"4.1","18","487-eng-li","29 M","7.1 K","1 week"
5630,https://www.mgeko.cc/manga/i-was-dismissed-from-the-heros-party-because-they-dont-need-my-training-skills-so-i-strengthened-my-fief-which-i-got-as-a-replacement-for-my-retirement-money/,"I Was Dismissed from the Hero’s Party Because They Don’t Need My Training Skills, so I Strengthened My [Fief] Which I Got as a Replacement for My Retirement Money.","3.3","3","51-eng-li","1.2 M","2.3 K","2 months"
5631,https://www.mgeko.cc/manga/class-ga-isekai-shoukan-sareta-naka-ore-dake-nokotta-n-desu-ga/,Class ga Isekai Shoukan sareta Naka Ore dake Nokotta n desu ga,"5.0","2","30-eng-li","942 K","1.5 K","3 years, 9 months"
5632,https://www.mgeko.cc/manga/reborn-as-a-phoenix-a-normal-bird-can-t-beat-a-dragon-right/,"Reborn as a Phoenix: A Normal Bird Can't Beat a Dragon, Right?","0.0","0","5-eng-li","144 K","610","4 years"
5633,https://www.mgeko.cc/manga/tensei-shite-inaka-de-slowlife-wo-okuritai/,Tensei Shite Inaka de slowlife wo Okuritai,"5.0","3","69-eng-li","1.8 M","2.1 K","8 months, 1 week"
5634,https://www.mgeko.cc/manga/tondemo-skill-de-isekai-hourou-meshi/,Tondemo Skill de Isekai Hourou Meshi,"3.8","4","59-2-eng-li","2.5 M","3.1 K","9 months, 3 weeks"
5635,https://www.mgeko.cc/manga/dragon-of-the-lake/,Dragon of the Lake,"0.0","0","16-eng-li","47 K","85","3 years, 8 months"
5636,https://www.mgeko.cc/manga/shoki-skill-ga-benri-sugite-isekai-seikatsu-ga-tanoshisugiru/,Shoki Skill Ga Benri Sugite Isekai Seikatsu ga Tanoshisugiru!,"0.0","0","15-eng-li","638 K","1.3 K","2 years, 8 months"
5637,https://www.mgeko.cc/manga/call-me-master/,Call Me Master,"0.0","0","7-eng-li","75 K","182","2 years, 11 months"
5638,https://www.mgeko.cc/manga/apocalyptic-super-system/,Apocalyptic Super System,"4.0","1","470-eng-li","2.9 M","1.5 K","8 months, 2 weeks"
5639,https://www.mgeko.cc/manga/isekai-ni-otosareta-jouka-wa-kihon/,Isekai ni Otosareta… Jouka wa Kihon!,"4.0","13","25-1-eng-li","1.3 M","2.6 K","1 month, 3 weeks"
5640,https://www.mgeko.cc/manga/king-of-spirit-beast/,King of Spirit Beast,"0.0","0","182-eng-li","661 K","573","1 year, 8 months"
5641,https://www.mgeko.cc/manga/when-i-traveled-to-another-world-i-was-forced-to-be-the-princess-of-the-city/,When I Traveled to Another World I Was Forced to Be the Princess of the City?,"0.0","0","5-eng-li","60 K","158","3 years, 6 months"
5642,https://www.mgeko.cc/manga/i-gave-birth-to-a-villains-child/,I Gave Birth to a Villain’s Child,"0.0","0","46-eng-li","226 K","339","2 years, 9 months"
5643,https://www.mgeko.cc/manga/city-evil-king/,City Evil King,"0.0","0","35-eng-li","242 K","206","4 years"
5644,https://www.mgeko.cc/manga/a-decent-hitman/,A Decent Hitman,"0.0","0","75-eng-li","274 K","213","3 years, 6 months"
5645,https://www.mgeko.cc/manga/yoru-ni-naru-to-boku-wa/,Yoru ni Naru to Boku wa,"0.0","0",end-eng-li,"155 K","145","3 years, 10 months"
5646,https://www.mgeko.cc/manga/weakest-little-monster/,Weakest Little Monster,"5.0","1","37-eng-li","277 K","274","3 years, 9 months"
5647,https://www.mgeko.cc/manga/yuusha-shoukan-ni-makikomareta-kedo-isekai-wa-heiwa-deshita/,"Yuusha Shoukan ni Makikomareta kedo, Isekai wa Heiwa deshita","5.0","3","49-eng-li","1.7 M","2.1 K","1 year, 1 month"
5648,https://www.mgeko.cc/manga/mushroom/,Mushroom,"0.0","0","10-eng-li","72 K","58","3 years, 10 months"
5649,https://www.mgeko.cc/manga/otaku-savior/,Otaku Savior,"0.0","0","6-eng-li","33 K","87","2 years"
5650,https://www.mgeko.cc/manga/isekai-kenja-no-tensei-musou-geemu-no-chishiki-de-isekai-saikyou/,Isekai Kenja no Tensei Musou ~Geemu no Chishiki de Isekai Saikyou~,"5.0","1","30-4-eng-li","1.3 M","2.6 K","4 months, 4 weeks"
5651,https://www.mgeko.cc/manga/xiu-tu/,Xiu Tu,"0.0","0","70-eng-li","289 K","318","2 years, 7 months"
5652,https://www.mgeko.cc/manga/manga120-sxlv99/,Villainess Level 99 ~I May Be the Hidden Boss but I'm Not the Demon Lord~,"5.0","5","21-3-eng-li","728 K","1.5 K","2 weeks, 1 day"
5653,https://www.mgeko.cc/manga/noah-of-the-blood-sea/,Noah of the Blood Sea,"0.0","0","5-eng-li","61 K","124","4 years"
5654,https://www.mgeko.cc/manga/the-ultimate-immortal222/,The Ultimate Immortal,"0.0","0","55-eng-li","544 K","568","3 years, 4 months"
5655,https://www.mgeko.cc/manga/clearing-an-isekai-with-the-zero-believers-goddess/,Clearing an Isekai with the Zero-Believers Goddess,"4.0","1","27-eng-li","435 K","864","1 year, 8 months"
5656,https://www.mgeko.cc/manga/lv2-kara-cheat-datta-moto-yuusha-kouho-no-mattari-isekai-life/,Lv2 kara Cheat datta Moto Yuusha Kouho no Mattari Isekai Life,"3.2","6","55-eng-li","2.2 M","3.7 K","1 month, 3 weeks"
5657,https://www.mgeko.cc/manga/ending-maker/,Ending Maker,"3.7","3","67-eng-li","1.4 M","2.4 K","4 months, 4 weeks"
5658,https://www.mgeko.cc/manga/the-strongest-ever123/,The Strongest Ever,"4.0","3","188-eng-li","2.7 M","2.4 K","2 months, 2 weeks"
5659,https://www.mgeko.cc/manga/elated-thirteen-swords/,Elated Thirteen Swords,"0.0","0","1-eng-li","26 K","50","4 years"
5660,https://www.mgeko.cc/manga/yeonwoos-innocence/,Yeonwoo’s Innocence,"3.5","2","167-eng-li","946 K","565","2 months, 1 week"
5661,https://www.mgeko.cc/manga/martial-peak-mg1/,Martial Peak,"3.9","33","3779-eng-li","52 M","5.2 K","9 hours, 41 minutes"
5662,https://www.mgeko.cc/manga/i-have-million-skill-points/,I Have Million Skill Points,"0.0","0","92-eng-li","880 K","809","2 years, 8 months"
5663,https://www.mgeko.cc/manga/maou-gun-saikyou-no-majutsushi-wa-ningen-datta/,Maou Gun Saikyou no Majutsushi wa Ningen datta,"2.7","3","46-2-eng-li","1.3 M","1.5 K","1 month, 1 week"
5664,https://www.mgeko.cc/manga/the-betrayed-hero-who-was-reincarnated-as-the-strongest-demon-lord/,The Betrayed Hero Who Was Reincarnated as the Strongest Demon Lord,"3.8","4","16-2-eng-li","650 K","1.3 K","3 weeks"
5665,https://www.mgeko.cc/manga/raid/,Raid,"3.0","2","108-eng-li","582 K","679","2 years, 11 months"
5666,https://www.mgeko.cc/manga/retire-shita-ningyoushi-no-mmo-kikou-jojishi/,Retire Shita Ningyoushi no MMO Kikou Jojishi,"3.0","1","8-eng-li","195 K","718","1 year, 11 months"
5667,https://www.mgeko.cc/manga/task-force-for-paranormal-disaster-management/,Task Force for Paranormal Disaster Management,"0.0","0","22-eng-li","147 K","202","1 year, 1 month"
5668,https://www.mgeko.cc/manga/berserk-of-gluttony/,Berserk of Gluttony,"2.3","4","66-eng-li","1.8 M","2.8 K","1 month, 1 week"
5669,https://www.mgeko.cc/manga/suterareta-tensei-kenja/,Suterareta Tensei Kenja,"1.0","1","81-eng-li","1.5 M","2.2 K","2 years, 4 months"
5670,https://www.mgeko.cc/manga/i-started-as-summoner-in-vrmmo/,I Started As Summoner In VRMMO,"0.0","0","30-eng-li","339 K","782","1 year, 8 months"
5671,https://www.mgeko.cc/manga/alice-in-borderland-retry/,Alice in Borderland RETRY,"0.0","0","13-eng-li","106 K","71","3 years, 9 months"
5672,https://www.mgeko.cc/manga/a-simple-task-of-providing-support-from-the-shadows-to-defeat-the-demon-lord/,A Simple Task of Providing Support from the Shadows to Defeat the Demon Lord,"0.0","0","19-eng-li","145 K","259","3 years, 10 months"
5673,https://www.mgeko.cc/manga/i-was-invited-to-join-the-country-as-an-otherworldly-warrior-but-i-refused-and-decided-to-start-as-a-soldier/,"I Was Invited to Join the Country as an Otherworldly Warrior, but I Refused and Decided to Start as a Soldier","5.0","1","12-eng-li","423 K","853","3 years"
5674,https://www.mgeko.cc/manga/isekai-monster-breeder/,Isekai Monster Breeder,"3.3","3",end-eng-li,"1.3 M","1.8 K","1 year, 6 months"
5675,https://www.mgeko.cc/manga/lost/,LOST,"0.0","0","7-eng-li","31 K","56","3 years, 9 months"
5676,https://www.mgeko.cc/manga/i-am-the-sorcerer-kingss/,I Am the Sorcerer King,"4.3","4","143-eng-li","2.5 M","2.9 K","3 years, 5 months"
5677,https://www.mgeko.cc/manga/live-dungeon-mg1/,Live Dungeon!,"5.0","1","74-eng-li","996 K","1.3 K","6 days, 1 hour"
5678,https://www.mgeko.cc/manga/shin-no-nakama-janai-to-yuusha-no-party-wo-oidasareta-node-henkyou-de-slow-life-suru-koto-ni-shimashita/,"Shin no Nakama janai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni shimashita","3.0","2","71-eng-li","2.0 M","1.9 K","3 months, 1 week"
5679,https://www.mgeko.cc/manga/truthfully-they-only-remembered-her22/,"Truthfully, They Only Remembered Her","0.0","0","88-eng-li","189 K","290","1 year, 12 months"
5680,https://www.mgeko.cc/manga/tensei-saki-de-suterareta-node-mofumofu-tachi-to-oryouri-shimasu/,"Tensei-saki de Suterareta Node, Mofumofu-tachi to Oryouri Shimasu","0.0","0","8-eng-li","114 K","357","2 years, 10 months"
5681,https://www.mgeko.cc/manga/super-gold-digger-system/,Super Gold Digger System,"0.0","0","26-eng-li","141 K","140","4 years"
5682,https://www.mgeko.cc/manga/a-sword-master-childhood-friend-power-harassed-me-harshly-so-i-broke-off-our-relationship-and-make-a-fresh-start-at-the-frontier-as-a-magic-swordsman/,"A Sword Master Childhood Friend Power Harassed Me Harshly, so I Broke off Our Relationship and Make a Fresh Start at the Frontier as a Magic Swordsman","5.0","2","19-eng-li","753 K","1.6 K","1 year, 6 months"
5683,https://www.mgeko.cc/manga/isekai-saikyou-no-daimaou-tensei-shi-boukensha-ni-naru/,"Isekai Saikyou no Daimaou, Tensei Shi Boukensha ni Naru","5.0","1","17-eng-li","579 K","1.0 K","1 year, 3 months"
5684,https://www.mgeko.cc/manga/absolute-martial-artsfs/,Absolute Martial Arts,"2.6","11","152-eng-li","3.3 M","2.5 K","3 months"
5685,https://www.mgeko.cc/manga/world-customize-creator/,World Customize Creator,"3.5","2","81-eng-li","493 K","708","3 years, 8 months"
5686,https://www.mgeko.cc/manga/the-reborn-little-girl-wont-give-up/,The Reborn Little Girl Won’t Give Up,"0.0","0","31-eng-li","278 K","570","1 year, 11 months"
5687,https://www.mgeko.cc/manga/nejikemono/,Nejikemono,"0.0","0","12-eng-li","71 K","164","4 years"
5688,https://www.mgeko.cc/manga/it-starts-with-a-kingpin-account/,It Starts with a kingpin account,"3.4","19","302-eng-li","4.9 M","3.1 K","13 hours, 10 minutes"
5689,https://www.mgeko.cc/manga/tensei-kusushi-wa-isekai-wo-meguru/,Tensei Kusushi wa Isekai wo Meguru,"0.0","0","5.1-eng-li","88 K","288","1 year, 8 months"
5690,https://www.mgeko.cc/manga/yondome-wa-iyana-shi-zokusei-majutsushi/,Yondome wa Iyana Shi Zokusei Majutsushi,"4.7","15","59-eng-li","2.1 M","3.6 K","1 week, 6 days"
5691,https://www.mgeko.cc/manga/tensei-takenaka-hanbei-maina-bushou-ni-tensei-shita-nakama-tachi-to-sengokuranse-wo-ikinuku/,Tensei! Takenaka hanbei 〜 maina bushou ni tensei shita nakama-tachi to sengokuranse wo ikinuku 〜,"0.0","0","1-eng-li","40 K","222","4 years"
5692,https://www.mgeko.cc/manga/lord-it-doesn-t-matter/,"Lord, It Doesn't Matter","0.0","0","27-eng-li","128 K","174","4 years"
5693,https://www.mgeko.cc/manga/beatrice-m/,Beatrice,"0.0","0","109-eng-li","616 K","723","1 year, 10 months"
5694,https://www.mgeko.cc/manga/i-will-be-selfish-in-a-different-world-the-story-of-a-selfish-saint-candidate/,I will be selfish in a different world! The story of a selfish Saint Candidate,"5.0","1","5-2-eng-li","121 K","391","3 years"
5695,https://www.mgeko.cc/manga/i-came-to-another-world-as-a-jack-of-all-trades-and-a-master-of-none-to-journey-while-relying-on-quickness/,I Came to Another World as a Jack of All Trades and a Master of None to Journey While Relying on Quickness,"0.0","0","53-eng-li","591 K","1.3 K","5 months, 3 weeks"
5696,https://www.mgeko.cc/manga/nengara-nenbyaku-ansatsu-renka/,Nengara Nenbyaku Ansatsu Renka,"0.0","0","16-eng-li","163 K","279","2 years, 1 month"
5697,https://www.mgeko.cc/manga/karma-na-skill-de-musou-suru-isekai-harem-kaitoudan/,Karma na Skill de Musou suru Isekai Harem Kaitoudan,"3.0","2","32-eng-li","347 K","771","2 months, 2 weeks"
5698,https://www.mgeko.cc/manga/this-village-sim-npc-could-only-be-human/,This Village Sim NPC Could Only Be Human,"5.0","2","30-eng-li","1.2 M","2.2 K","11 months, 1 week"
5699,https://www.mgeko.cc/manga/botsuraku-yotei-nanode-kajishokunin-wo-mezasu/,"Botsuraku Yotei Nanode, Kajishokunin wo Mezasu","5.0","3","52-eng-li","592 K","929","3 months, 1 week"
5700,https://www.mgeko.cc/manga/genkai-level-1-kara-no-nariagari-saijaku-level-no-ore-ga-isekai-saikyou-ni-naru-made/,Genkai Level 1 kara no Nariagari: Saijaku Level no Ore ga Isekai Saikyou ni Naru made,"1.0","1","33-eng-li","1.7 M","3.2 K","6 months, 1 week"
5701,https://www.mgeko.cc/manga/30-sai-made-doutei-de-itara-mahou-shoujo-ni-narimashita/,"30-sai made Doutei de Itara Mahou Shoujo ni Narimashita","0.0","0","33-eng-li","62 K","50","3 years, 3 months"
5702,https://www.mgeko.cc/manga/yamada-kun-to-lv999-no-koi-wo-suru/,Yamada-kun to Lv999 no Koi wo Suru,"3.7","3","104-eng-li","5.1 M","1.1 K","11 months, 2 weeks"
5703,https://www.mgeko.cc/manga/story-of-a-jobless-champion-and-a-princess-who-together-find-their-happiness/,"Story of a ""Jobless"" Champion and a Princess Who Together Find Their Happiness","0.0","0","0-eng-li","40 K","188","4 years"
5704,https://www.mgeko.cc/manga/fukushuu-kansuisha-no-jinsei-nishuume-isekaitan/,Fukushuu Kansuisha no Jinsei Nishuume Isekaitan,"0.0","0","22-eng-li","299 K","595","3 years, 6 months"
5705,https://www.mgeko.cc/manga/mercenary-enrollment-mg12/,Mercenary Enrollment,"4.4","75","215-eng-li","22 M","14 K","11 hours, 32 minutes"
5706,https://www.mgeko.cc/manga/black-summoner/,Black Summoner,"3.2","5","149-eng-li","3.9 M","3.5 K","1 week, 5 days"
5707,https://www.mgeko.cc/manga/the-daily-life-of-the-immortal-king/,The Daily Life of the Immortal King,"5.0","1","162-eng-li","1.4 M","878","2 years, 9 months"
5708,https://www.mgeko.cc/manga/the-devil-of-the-gods/,The Devil of the Gods,"0.0","0","9-eng-li","60 K","69","4 years"
5709,https://www.mgeko.cc/manga/the-last-hero/,The Last Hero,"0.0","0","188-eng-li","1.5 M","1.1 K","1 year, 4 months"
5710,https://www.mgeko.cc/manga/sairin-yuusha-no-fukushuu-hanashi/,Sairin Yuusha no Fukushuu Hanashi,"0.0","0","11-1-eng-li","244 K","495","3 years, 7 months"
5711,https://www.mgeko.cc/manga/senmetsumadou-no-saikyou-kenja-musai-no-kenja-madou-wo-kiwame-saikyou-e-itaru/,"Senmetsumadou no Saikyou Kenja: Musai no Kenja, Madou wo Kiwame Saikyou e Itaru","4.0","4","16-eng-li","895 K","1.5 K","1 month, 1 week"
5712,https://www.mgeko.cc/manga/noble-reincarnation-blessed-with-the-strongest-power-from-birth/,Noble Reincarnation ~Blessed With the Strongest Power From Birth~,"4.1","14","33-eng-li","3.2 M","4.7 K","2 weeks, 4 days"
5713,https://www.mgeko.cc/manga/dorei-tensei-sono-dorei-saikyou-no-moto-ouji-ni-tsuki/,"Dorei Tensei: Sono Dorei, Saikyou no Moto Ouji ni Tsuki","4.5","2","116-eng-li","2.2 M","2.3 K","1 year, 9 months"
5714,https://www.mgeko.cc/manga/nito-no-taidana-isekai-shoukougun-sai-jakushoku-healer-nano-ni-saikyou-wa-desu-ka/,Nito no Taidana Isekai Shoukougun Sai Jakushoku “Healer” Nano ni Saikyou wa Desu ka?,"3.3","4","35-2-eng-li","3.5 M","4.4 K","2 months, 4 weeks"
5715,https://www.mgeko.cc/manga/jishou-f-rank-no-oniisama-ga-game-de-hyouka-sareru-gakuen-no-chouten-ni-kunrin-suru-sou-desu-yo/,Jishou F-Rank no Oniisama ga Game de Hyouka sareru Gakuen no Chouten ni Kunrin suru Sou desu yo?,"0.0","0","40-eng-li","515 K","731","1 year, 1 month"
5716,https://www.mgeko.cc/manga/konyaku-haki-sareta-reijo-wo-hirotta-ore-ga-ikenai-koto-wo-oshiekomu-oishi-mono-wo-tabesasete-oshare-wo-sasete-sekaichi-shiawasena-shojo-ni-produce/,"Konyaku Haki Sareta Reijo Wo Hirotta Ore Ga, Ikenai Koto Wo Oshiekomu Oishi Mono Wo Tabesasete Oshare Wo Sasete, Sekaichi Shiawasena Shojo Ni Produce!","3.5","2","49-eng-li","462 K","951","2 months"
5717,https://www.mgeko.cc/manga/nageki-no-bourei-wa-intai-shitai-saijiyaku-hanta-ni-yoru-saikiyou-patei-ikusei-jutsu/,Nageki no Bourei wa Intai Shitai - Saijiyaku Hanta ni Yoru Saikiyou Patei Ikusei Jutsu,"3.8","12","51-2-eng-li","1.0 M","1.4 K","1 week, 3 days"
5718,https://www.mgeko.cc/manga/the-other-world-doesnt-stand-a-chance-against-the-power-of-instant-death/,The Other World Doesn’t Stand A Chance Against The Power Of Instant Death,"1.0","1","42-eng-li","1.8 M","2.4 K","1 year"
5719,https://www.mgeko.cc/manga/virtual-reality-action-rpg/,Virtual Reality Action RPG,"0.0","0","5-eng-li","79 K","153","3 years, 11 months"
5720,https://www.mgeko.cc/manga/the-reincarnation-magician-of-the-inferior-eyes/,The Reincarnation Magician of the Inferior Eyes,"2.5","2","114-eng-li","2.5 M","3.0 K","10 months, 1 week"
5721,https://www.mgeko.cc/manga/gantz-e/,Gantz:E,"3.0","9","72-eng-li","517 K","462","4 days, 23 hours"
5722,https://www.mgeko.cc/manga/phantom-in-the-twilight/,Phantom in the Twilight,"0.0","0","12-eng-li","52 K","127","2 years"
5723,https://www.mgeko.cc/manga/kingdom-of-the-queen/,Kingdom of the Queen,"0.0","0","0-eng-li","11 K","19","4 years"
5724,https://www.mgeko.cc/manga/i-brought-home-a-succubus-who-failed-to-find-a-job/,I Brought Home a Succubus Who Failed to Find a Job,"0.0","0","33-eng-li","255 K","260","4 years"
5725,https://www.mgeko.cc/manga/shikkaku-mon-no-saikyou-kenja/,Shikkaku Mon no Saikyou Kenja,"3.0","4","77-eng-li","1.5 M","1.8 K","10 months, 2 weeks"
5726,https://www.mgeko.cc/manga/i-was-born-as-the-demon-lords-daughter-mg1/,I was born as the Demon Lord’s daughter,"0.0","0","155-eng-li","966 K","853","2 years, 7 months"
5727,https://www.mgeko.cc/manga/invincible-sword-domain/,Invincible Sword Domain,"4.0","1","111-eng-li","845 K","680","1 year, 7 months"
5728,https://www.mgeko.cc/manga/unorthodox-spiritualist/,Unorthodox Spiritualist,"0.0","0","17-eng-li","46 K","100","4 years"
5729,https://www.mgeko.cc/manga/yajin-tensei-karate-survivor-in-another-world/,Yajin Tensei: Karate Survivor In Another World,"4.9","12","55-eng-li","1.6 M","2.1 K","3 weeks, 1 day"
5730,https://www.mgeko.cc/manga/japan-summons/,Japan Summons,"3.8","4","45-eng-li","1.7 M","1.5 K","2 hours, 55 minutes"
5731,https://www.mgeko.cc/manga/north-by-northwest/,North by Northwest,"0.0","0","32-eng-li","99 K","139","3 years, 2 months"
5732,https://www.mgeko.cc/manga/beautiful-gunbari/,Beautiful Gunbari,"0.0","0","11-eng-li","73 K","79","2 years, 9 months"
5733,https://www.mgeko.cc/manga/chandra-has/,Chandra Has,"0.0","0","7-eng-li","36 K","48","3 years, 11 months"
5734,https://www.mgeko.cc/manga/the-necromancer-maid/,The Necromancer Maid,"0.0","0","28-eng-li","180 K","256","3 years, 2 months"
5735,https://www.mgeko.cc/manga/i-will-live-freely-in-another-world-with-equipment-manufacturing-cheat/,I Will Live Freely in Another World with Equipment Manufacturing Cheat,"4.1","9","30-1-eng-li","1.1 M","2.1 K","5 days, 19 hours"
5736,https://www.mgeko.cc/manga/sword-dance-online/,Sword Dance Online,"0.0","0","110-eng-li","583 K","535","2 years, 8 months"
5737,https://www.mgeko.cc/manga/landladyankee-my-apartment-life-with-a-yankee-landlord/,LandLadyankee! ~My Apartment Life with a Yankee Landlord~,"0.0","0","20-eng-li","108 K","134","3 years, 3 months"
